Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
ARVCF		22q11.21	AMP	6	571	1.1%	No
COL21A1		6p12.1	AMP	19	571	3.3%	No
LINC02697		11q25	AMP	10	571	1.8%	No
IGHV1OR15-2		15q11.1	AMP	7	571	1.2%	No
RN7SL213P		14q24.1	AMP	3	571	0.5%	No
TMEM92-AS1		17q21.33	AMP	5	571	0.9%	No
LUCAT1		5q14.3	HOMDEL	1	571	0.2%	No
LRRIQ4		3q26.2	AMP	107	571	18.7%	No
IGKV2OR22-3		22q11.1	AMP	6	571	1.1%	No
RPL21P13		14q32.32	AMP	8	571	1.4%	No
THPO		3q27.1	AMP	74	571	13.0%	No
PRSS37		7q34	AMP	25	571	4.4%	No
TEDC2		16p13.3	AMP	7	571	1.2%	No
TIGD3		11q13.1	AMP	7	571	1.2%	No
RNU6-999P		1q44	AMP	28	571	4.9%	No
SNORA30B		9p21.3	HOMDEL	4	571	0.7%	No
TECRP1		4q21.3	AMP	2	571	0.4%	No
SKIDA1		10p12.31	AMP	20	571	3.5%	No
ARRDC1		9q34.3	AMP	6	571	1.1%	No
RFESDP1		13q12.12	AMP	4	571	0.7%	No
TMEM202		15q23-q24.1	AMP	6	571	1.1%	No
GDI2P2		1p31.1	AMP	17	571	3.0%	No
LZTS2		10q24.31	AMP	1	571	0.2%	No
OR11I1P		1p13.3	AMP	8	571	1.4%	No
TAS2R10		12p13.2	AMP	48	571	8.4%	No
LINC00112		21q22.3	HOMDEL	1	571	0.2%	No
SZT2		1p34.2	AMP	27	571	4.7%	Yes
TOMM22		22q13.1	AMP	7	571	1.2%	No
CCND3P1		10p11.23	AMP	20	571	3.5%	No
SCAF11		12q12	AMP	21	571	3.7%	No
TIGD4		4q31.3	AMP	2	571	0.4%	No
RPL21P12		14q32.32	AMP	8	571	1.4%	No
IGLVV-58		22q11.22	HOMDEL	2	571	0.4%	No
PEX26		22q11.21	AMP	6	571	1.1%	No
IGHV1OR15-3		15q11.2	AMP	5	571	0.9%	No
PDE9A		21q22.3	AMP	5	571	0.9%	No
LZTS1		8p21.3	AMP	2	571	0.4%	No
GDI2P1		7p12.3	AMP	7	571	1.2%	No
CCDC40		17q25.3	AMP	13	571	2.3%	No
ARRDC2		19p13.11	AMP	36	571	6.3%	No
DEFA7P		8p23.1	HOMDEL	4	571	0.7%	No
IFT20		17q11.2	AMP	5	571	0.9%	No
RNU1-47P		14q32.2	AMP	6	571	1.1%	No
RPL21P11		14q32.11	AMP	3	571	0.5%	No
TMEM201		1p36.22	AMP	8	571	1.4%	No
DNAJC17P1		2q32.3	AMP	20	571	3.5%	No
CYP2E1		10q26.3	HOMDEL	3	571	0.5%	No
PGRMC2		4q28.2	AMP	2	571	0.4%	No
SS18L2		3p22.1	AMP	2	571	0.4%	No
LYPLAL1		1q41	AMP	24	571	4.2%	No
TIGD5		8q24.3	AMP	109	571	19.1%	No
LINC02696		11p11.2	AMP	4	571	0.7%	No
ERI1		8p23.1	AMP	1	571	0.2%	No
INVS		9q31.1	HOMDEL	1	571	0.2%	No
IGHV1OR15-1		15q11.2	AMP	5	571	0.9%	No
MST1L		1p36.13	HOMDEL	1	571	0.2%	No
TEDC1		14q32.33	AMP	16	571	2.8%	No
ICA1		7p21.3	AMP	9	571	1.6%	No
SNRPGP14		13q14.2	HOMDEL	2	571	0.4%	No
PRSS38		1q42.13	AMP	22	571	3.9%	No
LINC02849		8q21.2	AMP	34	571	6.0%	No
SPATA31A5		9q12	HOMDEL	5	571	0.9%	No
TTC39C-AS1		18q11.2	AMP	23	571	4.0%	No
RNU6-689P		14q24.3	AMP	4	571	0.7%	No
HMGN2P40		15q23	AMP	4	571	0.7%	No
RN7SL479P		1p34.1	AMP	21	571	3.7%	No
C10ORF67-AS1		10p12.2	AMP	20	571	3.5%	No
ZNF593OS		1p36.11	AMP	3	571	0.5%	No
LINC02695		11q14.2	AMP	14	571	2.5%	No
CCND3P2		18q23	AMP	2	571	0.4%	No
LINC00111		21q22.3	HOMDEL	1	571	0.2%	No
PCNAP1		4q23	HOMDEL	1	571	0.2%	No
RPL21P10		14q24.3	AMP	3	571	0.5%	No
KCTD21		11q14.1	AMP	38	571	6.7%	No
TIGD6		5q32	AMP	2	571	0.4%	No
MTCO3P20		22q12.3	HOMDEL	1	571	0.2%	No
CACHD1		1p31.3	HOMDEL	1	571	0.2%	No
TECRP2		4q28.1	AMP	2	571	0.4%	No
RNU6-1283P		1q44	AMP	28	571	4.9%	No
SS18L1		20q13.33	AMP	61	571	10.7%	Yes
TRAPPC12		2p25.3	AMP	11	571	1.9%	No
ENO1P2		15q26.1	AMP	7	571	1.2%	No
ECT2L		6q24.1	AMP	4	571	0.7%	Yes
C2CD2		21q22.3	HOMDEL	1	571	0.2%	No
TIGD7		16p13.3	AMP	4	571	0.7%	No
OR10J1		1q23.2	AMP	17	571	3.0%	No
GDF11		12q13.2	AMP	8	571	1.4%	No
REL-DT		2p16.1	AMP	11	571	1.9%	No
FAM204DP		14q24.3	AMP	8	571	1.4%	No
RPL21P16		10q26.12	AMP	6	571	1.1%	No
ADGRV1		5q14.3	HOMDEL	1	571	0.2%	No
RN7SL196P		15q13.2	HOMDEL	1	571	0.2%	No
RNU1-62P		3p13	AMP	8	571	1.4%	No
PRSS33		16p13.3	AMP	6	571	1.1%	No
DEFB106A		8p23.1	HOMDEL	4	571	0.7%	No
TMEM205		19p13.2	AMP	40	571	7.0%	No
JKAMPP1		9p23	AMP	14	571	2.5%	No
IGHJ1P		14q32.33	AMP	79	571	13.8%	No
TRAPPC11		4q35.1	AMP	2	571	0.4%	No
RN7SL789P		19q13.11	AMP	45	571	7.9%	No
GDF10		10q11.22	AMP	5	571	0.9%	No
RPL21P15		15q22.31	AMP	2	571	0.4%	No
C12ORF71BP		12p11.23	AMP	56	571	9.8%	No
RPS8P10		15q11.2	AMP	5	571	0.9%	No
SPATA31A7		9q12	HOMDEL	5	571	0.9%	No
IGHV1OR15-6		15q11.2	AMP	6	571	1.1%	No
AS3MT		10q24.32	AMP	2	571	0.4%	No
PPEF2		4q21.1	AMP	14	571	2.5%	No
ENO1P4		2q33.1	AMP	12	571	2.1%	No
DEFB106B		8p23.1	HOMDEL	4	571	0.7%	No
OR10J3		1q23.2	AMP	17	571	3.0%	No
RN7SL833P		19p13.2	AMP	43	571	7.5%	No
SCML4		6q21	AMP	7	571	1.2%	No
SEC11B		8q11.23	AMP	39	571	6.8%	No
ZSCAN31		6p22.1	AMP	20	571	3.5%	No
LINC02699		11p14.3	AMP	2	571	0.4%	No
BCAT2		19q13.33	AMP	5	571	0.9%	No
TMEM204		16p13.3	AMP	9	571	1.6%	No
IGKV2OR22-4		22q11.1	AMP	6	571	1.1%	No
PRSS36		16p11.2	AMP	2	571	0.4%	No
EGFR		7p11.2	AMP	12	571	2.1%	Yes
HTR2A		13q14.2	AMP	5	571	0.9%	No
TRAPPC14		7q22.1	AMP	12	571	2.1%	No
RNU6-498P		15q11.2	HOMDEL	2	571	0.4%	No
ROCK1P1		18p11.32	AMP	11	571	1.9%	No
IFT22		7q22.1	AMP	13	571	2.3%	No
RN7SL523P		14q32.2	AMP	7	571	1.2%	No
ZSCAN30		18q12.2	AMP	13	571	2.3%	No
MTCO3P24		16p13.13	HOMDEL	1	571	0.2%	No
CCDC42		17p13.1	AMP	2	571	0.4%	No
GFOD3P		1p36.32	AMP	11	571	1.9%	No
BCAT1		12p12.1	AMP	74	571	13.0%	No
ENO1P3		3q21.2	AMP	20	571	3.5%	No
LINC02698		11q23.3	AMP	4	571	0.7%	No
HTR2B		2q37.1	AMP	7	571	1.2%	No
TOMM20		1q42.3	AMP	29	571	5.1%	No
RAB11B-AS1		19p13.2	AMP	19	571	3.3%	No
OR4A48P		11p11.2	AMP	3	571	0.5%	No
SEC11A		15q25.2	AMP	6	571	1.1%	No
SPMAP2L		4q12	AMP	7	571	1.2%	No
IGHV1OR15-4		15q11.2	AMP	5	571	0.9%	No
PRSS35		6q14.2	AMP	13	571	2.3%	No
GLP1R		6p21.2	AMP	27	571	4.7%	No
PPRC1		10q24.32	AMP	1	571	0.2%	No
TMEM203		9q34.3	AMP	6	571	1.1%	No
UQCRC2		16p12.2	AMP	3	571	0.5%	No
RNU6-718P		5q23.1	AMP	1	571	0.2%	No
IGHV1OR15-9		15q11.1	AMP	7	571	1.2%	No
PSMC1P12		1p12	AMP	14	571	2.5%	No
OSGIN2		8q21.3	AMP	30	571	5.3%	No
BLTP3A		6p21.31	AMP	17	571	3.0%	No
NSMF		9q34.3	AMP	5	571	0.9%	No
LINC02845		8q22.3	AMP	43	571	7.5%	No
TMEM209		7q32.2	AMP	19	571	3.3%	No
USP17L2		8p23.1	AMP	2	571	0.4%	No
HECW1-IT1		7p14.1	AMP	8	571	1.4%	No
OR10J4		1q23.2	AMP	17	571	3.0%	No
RPL21P19		1q32.1	AMP	17	571	3.0%	No
PSMC1P11		6p25.1	AMP	21	571	3.7%	No
PTPRT-DT		20q13.11	AMP	36	571	6.3%	No
TMT1A		12q13.12	AMP	6	571	1.1%	No
PRRX2		9q34.11	HOMDEL	1	571	0.2%	No
RPS20P12		2q37.1	AMP	7	571	1.2%	No
RNU6-408P		18q12.1	AMP	16	571	2.8%	No
HMGN2P46		15q21.1	AMP	1	571	0.2%	No
PCP4		21q22.2	AMP	8	571	1.4%	No
LINC02844		8q22.3	AMP	43	571	7.5%	No
FAM91A1		8q24.13	AMP	105	571	18.4%	No
CD151		11p15.5	AMP	1	571	0.2%	No
ZSCAN32		16p13.3	AMP	4	571	0.7%	No
FRG2FP		3q29	AMP	64	571	11.2%	No
EPN1		19q13.42	AMP	9	571	1.6%	No
LINC02690		11p11.2	AMP	4	571	0.7%	No
TCP1P1		7p14.1	AMP	9	571	1.6%	No
BLTP3B		12q23.1	AMP	1	571	0.2%	No
OR4B1		11p11.2	AMP	2	571	0.4%	No
RPL21P18		12q14.3	AMP	15	571	2.6%	No
PSMC1P10		2p24.2	AMP	9	571	1.6%	No
TMEM208		16q22.1	AMP	1	571	0.2%	No
NGLY1		3p24.2	AMP	5	571	0.9%	No
TMPRSS11GP		4q13.2	AMP	8	571	1.4%	No
DPT		1q24.2	AMP	14	571	2.5%	No
RPL9P21		10q11.21	AMP	3	571	0.5%	No
LINC02843		9q22.1	AMP	1	571	0.2%	No
UQCRC1		3p21.31	AMP	5	571	0.9%	No
RNU1-154P		1q21.1	HOMDEL	13	571	2.3%	No
THAP7-AS1		22q11.21	AMP	9	571	1.6%	No
PRPF39-DT		14q21.2	AMP	5	571	0.9%	No
TMEM207		3q28	AMP	61	571	10.7%	No
RNU6-113P		21q21.1	AMP	13	571	2.3%	No
EPN3		17q21.33	AMP	4	571	0.7%	No
OSGIN1		16q23.3	AMP	1	571	0.2%	No
PCP2		19p13.2	AMP	17	571	3.0%	No
LINC02842		8q12.3	AMP	36	571	6.3%	No
HMGN2P47		15q22.33	AMP	2	571	0.4%	No
PARP9		3q21.1	AMP	22	571	3.9%	No
OR10J5		1q23.2	AMP	17	571	3.0%	No
RNU6-1312P		2p11.2	AMP	16	571	2.8%	No
RPS20P10		2p13.2	AMP	15	571	2.6%	No
NALT1		9q34.3	AMP	6	571	1.1%	No
RPL21P17		3p26.3	AMP	5	571	0.9%	No
USP17L5		4p16.1	AMP	8	571	1.4%	No
OR2G2		1q44	AMP	27	571	4.7%	No
IGFLR1		19q13.12	AMP	51	571	8.9%	No
RN7SL508P		12q24.23	AMP	3	571	0.5%	No
ERI3		1p34.1	AMP	19	571	3.3%	No
ZFAND3-DT		6p21.2	AMP	22	571	3.9%	No
ARRDC4		15q26.2	AMP	11	571	1.9%	No
FAM86FP		12p13.31	AMP	44	571	7.7%	No
LINC02848		7q11.21	AMP	12	571	2.1%	No
IGHV2OR16-5		16p11.2	AMP	3	571	0.5%	No
ITFG2-AS1		12p13.33	AMP	50	571	8.8%	No
RNU1-139P		21q21.1	HOMDEL	2	571	0.4%	No
FMC1		7q34	AMP	27	571	4.7%	No
LINC02694		15q14	AMP	1	571	0.2%	No
HMGN2P41		16p11.1	AMP	13	571	2.3%	No
RPS20P14		3q27.3	AMP	64	571	11.2%	No
ANGEL1		14q24.3	AMP	6	571	1.1%	No
KCTD20		6p21.31	AMP	20	571	3.5%	No
LRRIQ1		12q21.31	AMP	5	571	0.9%	No
LRPAP1		4p16.3	AMP	9	571	1.6%	No
NR1D1		17q21.1	AMP	5	571	0.9%	No
MTUS1-DT		8p22	AMP	2	571	0.4%	No
ERI2		16p12.3	AMP	5	571	0.9%	No
LINC02847		8q11.21	AMP	20	571	3.5%	No
ARRDC5		19p13.3	AMP	4	571	0.7%	No
TRAV29DV5		14q11.2	AMP	14	571	2.5%	No
LINC02693		17p11.2	AMP	4	571	0.7%	No
MRPL20		1p36.33	AMP	11	571	1.9%	No
RPS20P15		3p24.1	AMP	3	571	0.5%	No
NR1D2		3p24.2	AMP	4	571	0.7%	No
AMN		14q32.32	HOMDEL	1	571	0.2%	No
LURAP1L-AS1		9p23	AMP	14	571	2.5%	No
ADAMDEC1		8p21.2	HOMDEL	1	571	0.2%	No
NUP42		7p15.3	AMP	17	571	3.0%	No
MESTP3		4p15.1	HOMDEL	1	571	0.2%	No
LMO7DN-IT1		13q22.2	AMP	6	571	1.1%	No
NWD1		19p13.11	AMP	49	571	8.6%	No
LZTS3		20p13	AMP	32	571	5.6%	No
LINC02846		9q34.3	AMP	5	571	0.9%	No
TCP1P3		12p12.2	AMP	63	571	11.0%	No
LINC02692		9q34.3	AMP	5	571	0.9%	No
RPS20P13		2q22.3	AMP	8	571	1.4%	No
TMT1B		12q13.2	AMP	8	571	1.4%	No
LINS1		15q26.3	AMP	10	571	1.8%	No
OR4H12P		14q11.2	AMP	62	571	10.9%	No
CADM1-AS1		11q23.3	AMP	5	571	0.9%	No
ELOF1		19p13.2	AMP	43	571	7.5%	No
NUP43		6q25.1	AMP	3	571	0.5%	No
USP17L7		8p23.1	AMP	2	571	0.4%	No
LRRIQ3		1p31.1	AMP	7	571	1.2%	No
NWD2		4p14	AMP	1	571	0.2%	No
LINC02691		14q32.33	AMP	11	571	1.9%	No
DPCD		10q24.32	AMP	1	571	0.2%	No
MRPL21		11q13.3	AMP	13	571	2.3%	No
RNU6-1268P		14q11.2	AMP	62	571	10.9%	No
IGKV1D-22		2p11.2	HOMDEL	1	571	0.2%	No
P4HTM		3p21.31	AMP	3	571	0.5%	No
RPL9P25		15q22.31	AMP	2	571	0.4%	No
NDUFAB1		16p12.2	AMP	3	571	0.5%	No
ANGEL2		1q32.3	AMP	8	571	1.4%	No
GNAZ		22q11.22-q11.23	HOMDEL	1	571	0.2%	No
APAF1		12q23.1	AMP	1	571	0.2%	No
C17ORF67		17q22	AMP	3	571	0.5%	No
USP32P3		17p11.2	AMP	1	571	0.2%	No
ZMYND19		9q34.3	AMP	6	571	1.1%	No
AGXT		2q37.3	AMP	10	571	1.8%	No
GRID2		4q22.1-q22.2	HOMDEL	2	571	0.4%	No
CEP170B		14q32.33	AMP	14	571	2.5%	No
ALAS1		3p21.2	AMP	6	571	1.1%	No
POLD3		11q13.4	AMP	22	571	3.9%	No
CLIC4P2		19p13.3	AMP	3	571	0.5%	No
ADORA2A-AS1		22q11.23	AMP	1	571	0.2%	No
RPL7L1P12		13q32.3	AMP	9	571	1.6%	No
FAM25G		10q11.22	AMP	5	571	0.9%	No
KRT18P52		2p22.3	AMP	14	571	2.5%	No
CDCA8		1p34.3	AMP	27	571	4.7%	No
DDX18P1		14q24.1	AMP	3	571	0.5%	No
RBM5		3p21.31	AMP	6	571	1.1%	No
REEP2		5q31.2	AMP	1	571	0.2%	No
LINC02818		1q25.2	AMP	17	571	3.0%	No
PDLIM2		8p21.3	HOMDEL	1	571	0.2%	No
NEUROD2		17q12	AMP	8	571	1.4%	No
JADE1		4q28.2	AMP	3	571	0.5%	No
OR6C5P		12q13.2	AMP	7	571	1.2%	No
HARS1		5q31.3	AMP	1	571	0.2%	No
TXNIP		1q21.1	HOMDEL	13	571	2.3%	No
RNU6-391P		6p22.3	AMP	22	571	3.9%	No
QRICH1		3p21.31	AMP	3	571	0.5%	No
EIF5AL1		10q22.3	AMP	14	571	2.5%	No
USP32P4		17q23.2	AMP	7	571	1.2%	No
KRT18P51		4q31.21	AMP	4	571	0.7%	No
E2F6P3		22q11.21	AMP	8	571	1.4%	No
REEP1		2p11.2	AMP	18	571	3.2%	No
RNU4-61P		1p33	AMP	10	571	1.8%	No
LINC02817		1q41	AMP	21	571	3.7%	No
TBC1D3P2		17q23.2	AMP	7	571	1.2%	No
RBM6		3p21.31	AMP	6	571	1.1%	No
NEUROD1		2q31.3	AMP	17	571	3.0%	No
POLD4		11q13.2	AMP	8	571	1.4%	No
LINC02663		10p14	AMP	21	571	3.7%	No
IL17REL		22q13.33	HOMDEL	1	571	0.2%	No
REEP4		8p21.3	AMP	1	571	0.2%	No
BBS1		11q13.2	AMP	10	571	1.8%	No
QRICH2		17q25.1	AMP	6	571	1.1%	No
JADE2		5q31.1	AMP	3	571	0.5%	No
LHX1-DT		17q12	AMP	2	571	0.4%	No
PART1		5q12.1	HOMDEL	2	571	0.4%	No
CGGBP1		3p11.1	AMP	12	571	2.1%	No
NEUROD4		12q13.2	AMP	8	571	1.4%	No
LINC02816		1q25.3	AMP	17	571	3.0%	No
HARS2		5q31.3	AMP	1	571	0.2%	No
MX2		21q22.3	AMP	4	571	0.7%	No
POLD1		19q13.3	AMP	5	571	0.9%	Yes
ZNF734P		7q11.21	HOMDEL	1	571	0.2%	No
RN7SL649P		1p36.22	AMP	5	571	0.9%	No
LINC02662		10p15.3	AMP	25	571	4.4%	No
TBC1D3P3		17p11.2	AMP	1	571	0.2%	No
RPL7L1P10		2q36.3	AMP	7	571	1.2%	No
DDX18P3		6p22.3	AMP	33	571	5.8%	No
SDHCP3		2p23.3	AMP	10	571	1.8%	No
SDHCP4		11p15.1	AMP	1	571	0.2%	No
CCDC59		12q21.31	AMP	6	571	1.1%	No
POLD2		7p13	AMP	7	571	1.2%	No
ENAHP1		3q28	HOMDEL	1	571	0.2%	No
DDX39BP1		6p22.1	AMP	20	571	3.5%	No
MX1		21q22.3	AMP	4	571	0.7%	No
KNDC1		10q26.3	AMP	9	571	1.6%	No
RBM7		11q23.1-q23.2	AMP	4	571	0.7%	No
SPINDOC		11q13.1	AMP	4	571	0.7%	No
KHSRPP1		9p21.3	HOMDEL	12	571	2.1%	No
LINC02661		10q25.1	AMP	1	571	0.2%	No
HGD		3q13.33	AMP	21	571	3.7%	No
REEP3		10q21.3	AMP	7	571	1.2%	No
EPOR		19p13.2	AMP	43	571	7.5%	Yes
PCF11-AS1		11q14.1	AMP	18	571	3.2%	No
NUP62		19q13.33	AMP	6	571	1.1%	No
KLHDC7B		22q13.33	HOMDEL	1	571	0.2%	No
POU5F1B		8q24.21	AMP	123	571	21.5%	No
FNDC9		5q33.3	AMP	2	571	0.4%	No
RNU6-1004P		12q24.31	AMP	7	571	1.2%	No
HGF		7q21.11	AMP	17	571	3.0%	Yes
GNB1L		22q11.21	AMP	5	571	0.9%	No
LINC02667		10q26.3	AMP	6	571	1.1%	No
SDHCP1		18q22.1	AMP	3	571	0.5%	No
ZMYND15		17p13.2	AMP	3	571	0.5%	No
PACRG-AS2		6q26	HOMDEL	1	571	0.2%	No
AIMP2		7p22.1	AMP	6	571	1.1%	No
RPS6KB2		11q13.2	AMP	8	571	1.4%	Yes
ANKRD55		5q11.2	AMP	1	571	0.2%	No
THAP3		1p36.31	HOMDEL	1	571	0.2%	No
SCAMP1-AS1		5q14.1	AMP	1	571	0.2%	No
RN7SL664P		3p21.31	AMP	4	571	0.7%	No
RNU5F-2P		1q25.2	AMP	16	571	2.8%	No
LINC02666		10q26.3	AMP	7	571	1.2%	No
PRPS1L1		7p21.1	HOMDEL	1	571	0.2%	No
RAPGEFL1		17q21.1	AMP	4	571	0.7%	No
ERVK-28		19q11	AMP	69	571	12.1%	No
HINT2P1		3p26.3	AMP	4	571	0.7%	No
BBS5		2q31.1	AMP	13	571	2.3%	No
SDHCP2		10q23.32	AMP	1	571	0.2%	No
WNT2B		1p13.2	AMP	6	571	1.1%	No
PLAGL1		6q24.2	HOMDEL	1	571	0.2%	No
KRT18P50		6q16.1	AMP	11	571	1.9%	No
FNDC7		1p13.3	AMP	10	571	1.8%	No
LINC02665		10p14	AMP	22	571	3.9%	No
HJURP		2q37.1	AMP	7	571	1.2%	No
PRKCA-AS1		17q24.2	AMP	3	571	0.5%	No
EEF1B2		2q33.3	AMP	10	571	1.8%	No
EPOP		17q12	AMP	4	571	0.7%	No
PACRG-AS1		6q26	HOMDEL	3	571	0.5%	No
MTCYBP43		4p15.1	HOMDEL	2	571	0.4%	No
RNU7-21P		9q34.13	AMP	1	571	0.2%	No
IAH1		2p25.1	AMP	9	571	1.6%	No
CCDC180		9q22.33	HOMDEL	1	571	0.2%	No
KATNBL1P6		6q24.3	HOMDEL	1	571	0.2%	No
ANKRD54		22q13.1	AMP	6	571	1.1%	No
BBS4		15q24.1	AMP	6	571	1.1%	No
MTPAP		10p11.23	AMP	19	571	3.3%	No
RN7SL339P		5q35.1	AMP	3	571	0.5%	No
OR4E2		14q11.2	AMP	25	571	4.4%	No
FNDC8		17q12	AMP	1	571	0.2%	No
LINC02664		10p11.22	AMP	18	571	3.2%	No
RDH8		19p13.2	AMP	38	571	6.7%	No
OS9		12q13.3-q14.1	AMP	8	571	1.4%	No
YES1P1		22q12.1	AMP	3	571	0.5%	No
TBC1D3P1		17q23.1	AMP	6	571	1.1%	No
PDLIM5		4q22.3	HOMDEL	3	571	0.5%	No
PID1		2q36.3	AMP	7	571	1.2%	No
BOP1		8q24.3	AMP	109	571	19.1%	No
IGKV1D-42		2p11.2	HOMDEL	1	571	0.2%	No
ALPK3		15q25.3	AMP	6	571	1.1%	No
RN7SL96P		2p22.1	AMP	11	571	1.9%	No
LUADT1		6q24.3	HOMDEL	1	571	0.2%	No
CNTNAP3C		9q12	AMP	33	571	5.8%	No
NUCKS1P1		1q42.13	AMP	20	571	3.5%	No
OR4E1		14q11.2	AMP	25	571	4.4%	No
LINC03102		1p31.1	AMP	7	571	1.2%	No
RPS6KB1		17q23.1	AMP	6	571	1.1%	Yes
LINC02819		1q23.2	AMP	17	571	3.0%	No
BAZ2B-AS1		2q24.2	AMP	16	571	2.8%	No
RBM4		11q13.2	AMP	10	571	1.8%	No
ANKRD53		2p13.3	AMP	12	571	2.1%	No
TMEM277P		19q13.33	AMP	5	571	0.9%	No
DEFB108D		8p23.1	HOMDEL	1	571	0.2%	No
LINC01258		4p14	AMP	1	571	0.2%	No
CUL1		7q36.1	AMP	27	571	4.7%	No
ABRAXAS1P2		8p22	HOMDEL	1	571	0.2%	No
RSPH14		22q11.22-q11.23	AMP	5	571	0.9%	No
RBX1P1		2p12	AMP	19	571	3.3%	No
ETFB		19q13.41	AMP	9	571	1.6%	No
RPL23AP11		14q32.31	AMP	8	571	1.4%	No
LINC02811		1p34.2	AMP	34	571	6.0%	No
ANKRD52		12q13.3	AMP	10	571	1.8%	No
ITIH4-AS1		3p21.1	AMP	6	571	1.1%	No
RNU7-102P		8q13.2	AMP	34	571	6.0%	No
BBS9		7p14.3	AMP	9	571	1.6%	No
FNDC5		1p35.1	AMP	13	571	2.3%	No
OR2J3		6p22.1	AMP	21	571	3.7%	No
BMP7-AS1		20q13.31	AMP	50	571	8.8%	No
ETFA		15q24.2-q24.3	AMP	4	571	0.7%	No
GASAL1		8q22.3	AMP	46	571	8.1%	No
OR6C68		12q13.2	AMP	7	571	1.2%	No
CCDC54		3q13.12	AMP	27	571	4.7%	No
SP110		2q37.1	AMP	7	571	1.2%	No
RP1L1		8p23.1	HOMDEL	5	571	0.9%	No
HERC1		15q22.31	AMP	2	571	0.4%	No
DEFB108E		8p23.1	HOMDEL	3	571	0.5%	No
CUL2		10p11.21	AMP	19	571	3.3%	No
SNORA11F		10q22.1	AMP	7	571	1.2%	No
OR2J2		6p22.1	AMP	19	571	3.3%	No
RNU6-420P		4p15.2	AMP	6	571	1.1%	No
LINC02810		1p36.13	AMP	3	571	0.5%	No
MDGA2		14q21.3	AMP	5	571	0.9%	No
RPL23AP12		21q22.2	AMP	7	571	1.2%	No
ADD3		10q25.1-q25.2	AMP	2	571	0.4%	No
SLC47A1P2		17p11.2	AMP	1	571	0.2%	No
LINC01259		4p14	AMP	1	571	0.2%	No
FLG		1q21.3	AMP	36	571	6.3%	No
NPIPB1P		18p11.21	AMP	9	571	1.6%	No
SLC39A12-AS1		10p12.33	AMP	19	571	3.3%	No
CUL3		2q36.2	AMP	8	571	1.4%	Yes
TECPR2		14q32.33	AMP	8	571	1.4%	No
LINC01256		4q28.3	AMP	5	571	0.9%	No
ZCWPW2		3p24.1	AMP	3	571	0.5%	No
MDGA1		6p21.2	AMP	22	571	3.9%	No
CCDC144NL		17p11.2	HOMDEL	3	571	0.5%	No
DPF1		19q13.2	AMP	57	571	10.0%	No
CDCA2		8p21.2	AMP	2	571	0.4%	No
C22ORF31		22q12.1	HOMDEL	1	571	0.2%	No
OR2J1		6p22.1	AMP	21	571	3.7%	No
DEFB108F		4p16.1	HOMDEL	2	571	0.4%	No
CCDC51		3p21.31	AMP	5	571	0.9%	No
SLC47A1P1		17p11.2	AMP	1	571	0.2%	No
GSK3A		19q13.2	AMP	14	571	2.5%	No
ADD2		2p13.3	AMP	10	571	1.8%	No
RNA5SP97		2p13.1	HOMDEL	1	571	0.2%	No
ZNF705D		8p23.1	AMP	1	571	0.2%	No
TECPR1		7q21.3	AMP	11	571	1.9%	No
PITPNC1		17q24.2	AMP	2	571	0.4%	No
SLFNL1-AS1		1p34.2	AMP	33	571	5.8%	No
LINC01257		12q24.33	AMP	3	571	0.5%	No
FAM25A		10q23.2	AMP	1	571	0.2%	No
SUDS3		12q24.23	AMP	3	571	0.5%	No
BBS7		4q27	AMP	1	571	0.2%	No
ANKRD50		4q28.1	AMP	2	571	0.4%	No
RNU6-730P		6q27	AMP	3	571	0.5%	No
FNDC4		2p23.3	AMP	14	571	2.5%	No
RDH5		12q13.2	AMP	8	571	1.4%	No
CDCA3		12p13.31	AMP	47	571	8.2%	No
PCDHB19P		5q31.3	AMP	1	571	0.2%	No
RPL23AP10		14q32.2	AMP	4	571	0.7%	No
FAM149A		4q35.1	AMP	2	571	0.4%	No
ADD1		4p16.3	AMP	13	571	2.3%	No
COTL1P2		17p11.2	HOMDEL	3	571	0.5%	No
SGPP2		2q36.1	AMP	7	571	1.2%	No
BCAR4		16p13.13	AMP	6	571	1.1%	No
HMGN2P20		2p23.3	AMP	10	571	1.8%	No
OR4A45P		11p11.2	AMP	3	571	0.5%	No
DDX18P5		11q24.3	AMP	13	571	2.3%	No
TBC1D3P5		17q11.2	AMP	5	571	0.9%	No
PLA2G10GP		16p13.11	AMP	7	571	1.2%	No
LINC02814		1q42.13	AMP	25	571	4.4%	No
CDRT15		17p12	AMP	1	571	0.2%	No
GINS3		16q21	AMP	1	571	0.2%	No
LINC02660		10p15.1	AMP	25	571	4.4%	No
DEFB108A		8p23.1	HOMDEL	4	571	0.7%	No
BCAR3		1p22.1	AMP	9	571	1.6%	No
ZNF890P		7p22.1	HOMDEL	3	571	0.5%	No
PARP11-AS1		12p13.32	AMP	47	571	8.2%	No
ABI3		17q21.32	AMP	5	571	0.9%	No
RN7SL185P		15q13.3	AMP	3	571	0.5%	No
CDCA4		14q32.33	AMP	14	571	2.5%	No
RFC3		13q13.2	AMP	3	571	0.5%	No
FAM25C		10q11.22	AMP	6	571	1.1%	No
RN7SL495P		15q11.2	AMP	5	571	0.9%	No
